date,product_id,planned_qty,produced_qty,production_variance,machine_utilization,downtime_hours,production_status
2022-01-24,1001,1683.0,1658,-25.0,98.51455733808675,1.0,Under Produced
2022-01-25,1001,2081.0,2119,38.0,101.82604517059106,0.0,Over / On Target
2022-01-26,1002,1004.0,1072,68.0,106.77290836653385,0.0,Over / On Target
2022-01-27,1002,1910.0,1853,-57.0,97.01570680628272,0.5,Under Produced
2022-01-28,1005,1681.0,1710,29.0,101.72516359309935,0.5,Over / On Target
2022-01-29,1003,1616.0,1646,30.0,101.85643564356435,1.0,Over / On Target
2022-01-30,1003,1920.0,1761,-159.0,91.71875,2.0,Under Produced
2022-01-31,1002,571.0,594,23.0,104.02802101576182,0.0,Over / On Target
2022-02-01,1003,1436.0,1387,-49.0,96.58774373259052,0.5,Under Produced
2022-02-02,1003,1190.0,1118,-72.0,93.94957983193277,1.0,Under Produced
2022-02-03,1001,1016.0,1069,53.0,105.21653543307086,2.0,Over / On Target
2022-02-04,1002,1236.0,1304,68.0,105.50161812297733,2.0,Over / On Target
2022-02-05,1004,2149.0,2259,110.0,105.11865984178688,1.0,Over / On Target
2022-02-06,1002,733.0,723,-10.0,98.63574351978171,0.5,Under Produced
2022-02-07,1004,517.0,499,-18.0,96.5183752417795,0.0,Under Produced
2022-02-08,1001,1138.0,1187,49.0,104.30579964850615,0.5,Over / On Target
2022-02-09,1005,836.0,841,5.0,100.5980861244019,0.5,Over / On Target
2022-02-10,1003,1709.0,1621,-88.0,94.85078993563488,1.0,Under Produced
2022-02-11,1001,1175.0,1180,5.0,100.42553191489361,1.0,Over / On Target
2022-02-12,1003,1575.0,1473,-102.0,93.52380952380952,1.0,Under Produced
2022-02-13,1005,1386.0,1492,106.0,107.64790764790763,0.5,Over / On Target
2022-02-14,1005,331.0,321,-10.0,96.97885196374622,1.0,Under Produced
2022-02-15,1001,1715.0,1800,85.0,104.95626822157433,0.0,Over / On Target
2022-02-16,1005,453.0,452,-1.0,99.77924944812362,0.0,Under Produced
2022-02-17,1004,238.0,245,7.0,102.94117647058823,0.0,Over / On Target
2022-02-18,1005,1968.0,1952,-16.0,99.1869918699187,2.0,Under Produced
2022-02-19,1003,1140.0,1115,-25.0,97.80701754385966,0.0,Under Produced
2022-02-20,1003,2119.0,2279,160.0,107.55073147711185,1.0,Over / On Target
2022-02-21,1003,741.0,790,49.0,106.61268556005399,0.0,Over / On Target
2022-02-22,1003,377.0,408,31.0,108.22281167108754,0.5,Over / On Target
2022-02-23,1004,700.0,731,31.0,104.42857142857143,2.0,Over / On Target
2022-02-24,1002,1898.0,1954,56.0,102.9504741833509,0.5,Over / On Target
2022-02-25,1001,191.0,208,17.0,108.90052356020942,0.0,Over / On Target
2022-02-26,1003,2122.0,2044,-78.0,96.32422243166823,0.0,Under Produced
2022-02-27,1005,534.0,502,-32.0,94.00749063670412,2.0,Under Produced
2022-02-28,1003,1466.0,1388,-78.0,94.6793997271487,0.5,Under Produced
2022-03-01,1005,631.0,624,-7.0,98.8906497622821,0.5,Under Produced
2022-03-02,1005,569.0,568,-1.0,99.82425307557118,0.5,Under Produced
2022-03-03,1003,491.0,482,-9.0,98.16700610997964,0.5,Under Produced
2022-03-04,1004,1817.0,1952,135.0,107.42982938910292,0.0,Over / On Target
2022-03-05,1005,813.0,800,-13.0,98.4009840098401,1.0,Under Produced
2022-03-06,1005,1142.0,1110,-32.0,97.19789842381786,1.0,Under Produced
2022-03-07,1003,1159.0,1195,36.0,103.10612597066438,0.0,Over / On Target
2022-03-08,1005,1072.0,1020,-52.0,95.1492537313433,1.0,Under Produced
2022-03-09,1005,948.0,977,29.0,103.05907172995781,2.0,Over / On Target
2022-03-10,1003,1432.0,1319,-113.0,92.10893854748603,2.0,Under Produced
2022-03-11,1003,1436.0,1577,141.0,109.81894150417828,0.0,Over / On Target
2022-03-12,1001,839.0,886,47.0,105.60190703218117,0.5,Over / On Target
2022-03-13,1004,136.0,128,-8.0,94.11764705882352,2.0,Under Produced
2022-03-14,1004,1433.0,1363,-70.0,95.11514305652477,0.0,Under Produced
2022-03-15,1005,890.0,954,64.0,107.19101123595505,0.0,Over / On Target
2022-03-16,1004,1786.0,1815,29.0,101.62374020156774,2.0,Over / On Target
2022-03-17,1005,2177.0,2284,107.0,104.91502067064769,0.5,Over / On Target
2022-03-18,1001,1412.0,1491,79.0,105.59490084985836,0.5,Over / On Target
2022-03-19,1003,304.0,289,-15.0,95.06578947368422,0.5,Under Produced
2022-03-20,1003,422.0,415,-7.0,98.34123222748815,1.0,Under Produced
2022-03-21,1003,178.0,170,-8.0,95.50561797752809,0.5,Under Produced
2022-03-22,1004,1212.0,1260,48.0,103.96039603960396,2.0,Over / On Target
2022-03-23,1001,837.0,857,20.0,102.389486260454,1.0,Over / On Target
2022-03-24,1004,842.0,833,-9.0,98.93111638954869,0.5,Under Produced
2022-03-25,1004,280.0,266,-14.0,95.0,0.5,Under Produced
2022-03-26,1001,1751.0,1745,-6.0,99.65733866362079,0.0,Under Produced
2022-03-27,1001,1289.0,1262,-27.0,97.90535298681148,1.0,Under Produced
2022-03-28,1001,1173.0,1231,58.0,104.94458653026429,0.5,Over / On Target
2022-03-29,1001,1043.0,1049,6.0,100.57526366251199,2.0,Over / On Target
2022-03-30,1003,1328.0,1425,97.0,107.30421686746988,0.5,Over / On Target
2022-03-31,1002,1632.0,1650,18.0,101.10294117647058,0.5,Over / On Target
2022-04-01,1002,867.0,831,-36.0,95.8477508650519,0.5,Under Produced
2022-04-02,1001,272.0,282,10.0,103.6764705882353,1.0,Over / On Target
2022-04-03,1002,1928.0,2032,104.0,105.3941908713693,0.5,Over / On Target
2022-04-04,1002,485.0,502,17.0,103.50515463917527,0.0,Over / On Target
2022-04-05,1001,632.0,648,16.0,102.53164556962024,2.0,Over / On Target
2022-04-06,1002,1305.0,1323,18.0,101.37931034482759,0.5,Over / On Target
2022-04-07,1004,2006.0,2043,37.0,101.84446660019941,0.5,Over / On Target
2022-04-08,1005,1631.0,1621,-10.0,99.3868792152054,1.0,Under Produced
2022-04-09,1005,726.0,678,-48.0,93.38842975206612,1.0,Under Produced
2022-04-10,1001,469.0,448,-21.0,95.52238805970148,0.5,Under Produced
2022-04-11,1003,2081.0,1987,-94.0,95.48294089380106,0.0,Under Produced
2022-04-12,1001,2045.0,2097,52.0,102.54278728606356,1.0,Over / On Target
2022-04-13,1003,1390.0,1386,-4.0,99.71223021582733,0.0,Under Produced
2022-04-14,1005,1198.0,1206,8.0,100.66777963272119,1.0,Over / On Target
2022-04-15,1001,345.0,375,30.0,108.69565217391303,0.0,Over / On Target
2022-04-16,1004,587.0,574,-13.0,97.78534923339012,0.5,Under Produced
2022-04-17,1002,1156.0,1169,13.0,101.12456747404843,0.0,Over / On Target
2022-04-18,1003,904.0,952,48.0,105.30973451327435,0.5,Over / On Target
2022-04-19,1002,1585.0,1528,-57.0,96.40378548895899,1.0,Under Produced
2022-04-20,1002,144.0,138,-6.0,95.83333333333334,0.0,Under Produced
2022-04-21,1001,846.0,832,-14.0,98.3451536643026,0.5,Under Produced
2022-04-22,1002,422.0,394,-28.0,93.36492890995261,2.0,Under Produced
2022-04-23,1004,1571.0,1696,125.0,107.95671546785488,0.5,Over / On Target
2022-04-24,1002,581.0,611,30.0,105.16351118760758,1.0,Over / On Target
2022-04-25,1001,1760.0,1769,9.0,100.51136363636364,2.0,Over / On Target
2022-04-26,1004,424.0,441,17.0,104.00943396226414,2.0,Over / On Target
2022-04-27,1005,1394.0,1437,43.0,103.08464849354375,2.0,Over / On Target
2022-04-28,1002,1702.0,1648,-54.0,96.82726204465335,0.5,Under Produced
2022-04-29,1001,1256.0,1311,55.0,104.37898089171975,2.0,Over / On Target
2022-04-30,1005,129.0,130,1.0,100.7751937984496,1.0,Over / On Target
2022-05-01,1005,955.0,1004,49.0,105.13089005235602,1.0,Over / On Target
2022-05-02,1003,758.0,822,64.0,108.44327176781003,0.0,Over / On Target
2022-05-03,1004,1643.0,1574,-69.0,95.80036518563602,2.0,Under Produced
2022-05-04,1002,1428.0,1352,-76.0,94.67787114845937,1.0,Under Produced
2022-05-05,1001,1220.0,1176,-44.0,96.39344262295081,1.0,Under Produced
2022-05-06,1003,322.0,327,5.0,101.5527950310559,0.0,Over / On Target
2022-05-07,1004,661.0,709,48.0,107.26172465960666,0.0,Over / On Target
2022-05-08,1003,1196.0,1243,47.0,103.92976588628761,2.0,Over / On Target
2022-05-09,1004,1360.0,1280,-80.0,94.11764705882352,0.5,Under Produced
2022-05-10,1004,234.0,238,4.0,101.7094017094017,0.5,Over / On Target
2022-05-11,1002,1480.0,1469,-11.0,99.25675675675676,1.0,Under Produced
2022-05-12,1004,1981.0,1948,-33.0,98.334174659263,0.0,Under Produced
2022-05-13,1003,1151.0,1103,-48.0,95.82971329278888,0.5,Under Produced
2022-05-14,1004,1023.0,1013,-10.0,99.02248289345064,0.5,Under Produced
2022-05-15,1002,1944.0,2102,158.0,108.1275720164609,0.5,Over / On Target
2022-05-16,1002,1526.0,1508,-18.0,98.82044560943643,0.5,Under Produced
2022-05-17,1003,1126.0,1157,31.0,102.75310834813499,0.0,Over / On Target
2022-05-18,1005,169.0,178,9.0,105.32544378698225,0.0,Over / On Target
2022-05-19,1005,2193.0,2159,-34.0,98.44961240310077,1.0,Under Produced
2022-05-20,1004,1943.0,2051,108.0,105.55841482243953,2.0,Over / On Target
2022-05-21,1001,989.0,1072,83.0,108.3923154701719,0.5,Over / On Target
2022-05-22,1004,965.0,953,-12.0,98.75647668393782,0.0,Under Produced
2022-05-23,1003,1739.0,1782,43.0,102.47268545140886,0.0,Over / On Target
2022-05-24,1003,287.0,280,-7.0,97.5609756097561,1.0,Under Produced
2022-05-25,1003,1653.0,1575,-78.0,95.28130671506352,2.0,Under Produced
2022-05-26,1003,205.0,194,-11.0,94.6341463414634,0.5,Under Produced
2022-05-27,1003,169.0,176,7.0,104.14201183431953,0.0,Over / On Target
2022-05-28,1002,1759.0,1769,10.0,100.56850483229107,1.0,Over / On Target
2022-05-29,1005,2115.0,1983,-132.0,93.75886524822695,1.0,Under Produced
2022-05-30,1003,1431.0,1405,-26.0,98.18308874912648,0.5,Under Produced
2022-05-31,1001,1665.0,1775,110.0,106.60660660660662,1.0,Over / On Target
2022-06-01,1001,1619.0,1564,-55.0,96.60284126003707,1.0,Under Produced
2022-06-02,1001,1244.0,1159,-85.0,93.16720257234726,2.0,Under Produced
2022-06-03,1001,1025.0,1049,24.0,102.34146341463415,0.0,Over / On Target
2022-06-04,1002,453.0,479,26.0,105.73951434878587,2.0,Over / On Target
2022-06-05,1001,944.0,922,-22.0,97.66949152542372,0.5,Under Produced
2022-06-06,1003,2154.0,2220,66.0,103.06406685236769,1.0,Over / On Target
2022-06-07,1004,596.0,628,32.0,105.36912751677852,0.5,Over / On Target
2022-06-08,1001,2079.0,2028,-51.0,97.54689754689755,0.5,Under Produced
2022-06-09,1002,470.0,488,18.0,103.82978723404254,1.0,Over / On Target
2022-06-10,1002,1295.0,1289,-6.0,99.53667953667954,0.5,Under Produced
2022-06-11,1001,946.0,988,42.0,104.43974630021143,0.0,Over / On Target
2022-06-12,1004,1498.0,1550,52.0,103.47129506008011,0.5,Over / On Target
2022-06-13,1001,1487.0,1517,30.0,102.01748486886348,0.5,Over / On Target
2022-06-14,1002,746.0,719,-27.0,96.38069705093834,0.0,Under Produced
2022-06-15,1005,1291.0,1337,46.0,103.56312935708753,2.0,Over / On Target
2022-06-16,1003,1905.0,1901,-4.0,99.79002624671915,0.0,Under Produced
2022-06-17,1002,1900.0,1839,-61.0,96.78947368421052,0.5,Under Produced
2022-06-18,1001,1217.0,1164,-53.0,95.64502875924404,0.0,Under Produced
2022-06-19,1003,1526.0,1570,44.0,102.88335517693316,0.5,Over / On Target
2022-06-20,1001,1695.0,1766,71.0,104.18879056047197,0.5,Over / On Target
2022-06-21,1001,2119.0,1997,-122.0,94.24256724870222,0.5,Under Produced
2022-06-22,1005,215.0,221,6.0,102.7906976744186,0.0,Over / On Target
2022-06-23,1003,1332.0,1311,-21.0,98.42342342342343,0.0,Under Produced
2022-06-24,1003,1321.0,1356,35.0,102.64950794852385,1.0,Over / On Target
2022-06-25,1005,1552.0,1484,-68.0,95.61855670103093,1.0,Under Produced
2022-06-26,1002,1367.0,1427,60.0,104.38917337234821,0.5,Over / On Target
2022-06-27,1001,1004.0,1012,8.0,100.79681274900398,0.0,Over / On Target
2022-06-28,1004,649.0,682,33.0,105.08474576271188,2.0,Over / On Target
2022-06-29,1001,606.0,588,-18.0,97.02970297029702,0.0,Under Produced
2022-06-30,1001,1785.0,1716,-69.0,96.1344537815126,2.0,Under Produced
2022-07-01,1002,290.0,278,-12.0,95.86206896551724,0.5,Under Produced
2022-07-02,1001,309.0,333,24.0,107.76699029126213,0.5,Over / On Target
2022-07-03,1005,625.0,664,39.0,106.24,1.0,Over / On Target
2022-07-04,1005,1110.0,1053,-57.0,94.86486486486486,2.0,Under Produced
2022-07-05,1003,917.0,953,36.0,103.92584514721919,0.5,Over / On Target
2022-07-06,1004,1014.0,1077,63.0,106.21301775147928,0.5,Over / On Target
2022-07-07,1001,1147.0,1174,27.0,102.3539668700959,0.5,Over / On Target
2022-07-08,1001,117.0,116,-1.0,99.14529914529915,2.0,Under Produced
2022-07-09,1002,472.0,456,-16.0,96.61016949152543,1.0,Under Produced
2022-07-10,1005,961.0,926,-35.0,96.3579604578564,0.0,Under Produced
2022-07-11,1004,1976.0,2143,167.0,108.4514170040486,0.0,Over / On Target
2022-07-12,1003,275.0,298,23.0,108.36363636363637,0.0,Over / On Target
2022-07-13,1005,1329.0,1389,60.0,104.51467268623024,0.0,Over / On Target
2022-07-14,1003,271.0,271,0.0,100.0,0.0,Over / On Target
2022-07-15,1002,1922.0,1888,-34.0,98.23100936524453,1.0,Under Produced
2022-07-16,1002,1654.0,1751,97.0,105.8645707376058,0.0,Over / On Target
2022-07-17,1001,1115.0,1198,83.0,107.44394618834082,0.5,Over / On Target
2022-07-18,1004,1838.0,1954,116.0,106.31120783460284,1.0,Over / On Target
2022-07-19,1003,1549.0,1653,104.0,106.7140090380891,0.0,Over / On Target
2022-07-20,1005,879.0,920,41.0,104.66439135381115,0.0,Over / On Target
2022-07-21,1002,199.0,192,-7.0,96.4824120603015,0.0,Under Produced
2022-07-22,1001,674.0,657,-17.0,97.47774480712165,0.0,Under Produced
2022-07-23,1001,1005.0,1070,65.0,106.46766169154229,1.0,Over / On Target
2022-07-24,1003,889.0,908,19.0,102.13723284589426,1.0,Over / On Target
2022-07-25,1002,1811.0,1723,-88.0,95.1408061844285,0.0,Under Produced
2022-07-26,1004,930.0,888,-42.0,95.48387096774194,0.5,Under Produced
2022-07-27,1002,1234.0,1295,61.0,104.94327390599676,0.0,Over / On Target
2022-07-28,1003,1660.0,1562,-98.0,94.09638554216868,0.5,Under Produced
2022-07-29,1003,887.0,855,-32.0,96.3923337091319,0.5,Under Produced
2022-07-30,1002,627.0,641,14.0,102.2328548644338,0.5,Over / On Target
2022-07-31,1003,1366.0,1426,60.0,104.39238653001463,0.5,Over / On Target
2022-08-01,1002,544.0,570,26.0,104.77941176470588,0.0,Over / On Target
2022-08-02,1005,1821.0,1755,-66.0,96.37561779242174,1.0,Under Produced
2022-08-03,1002,396.0,403,7.0,101.76767676767678,2.0,Over / On Target
2022-08-04,1002,994.0,940,-54.0,94.56740442655935,2.0,Under Produced
2022-08-05,1003,1136.0,1135,-1.0,99.91197183098592,0.0,Under Produced
2022-08-06,1003,1517.0,1581,64.0,104.2188529993408,1.0,Over / On Target
2022-08-07,1001,2043.0,2099,56.0,102.74106705824768,1.0,Over / On Target
2022-08-08,1001,1104.0,1145,41.0,103.71376811594205,2.0,Over / On Target
2022-08-09,1005,1484.0,1556,72.0,104.85175202156334,0.0,Over / On Target
2022-08-10,1001,1294.0,1314,20.0,101.54559505409581,1.0,Over / On Target
2022-08-11,1002,1143.0,1102,-41.0,96.41294838145232,0.0,Under Produced
2022-08-12,1003,2189.0,2157,-32.0,98.53814527181362,1.0,Under Produced
2022-08-13,1001,1785.0,1749,-36.0,97.98319327731092,0.5,Under Produced
2022-08-14,1001,1792.0,1732,-60.0,96.65178571428571,1.0,Under Produced
2022-08-15,1005,1048.0,1107,59.0,105.62977099236642,2.0,Over / On Target
2022-08-16,1005,1636.0,1634,-2.0,99.87775061124694,0.5,Under Produced
2022-08-17,1002,1543.0,1657,114.0,107.38820479585223,0.5,Over / On Target
2022-08-18,1003,761.0,795,34.0,104.46780551905388,0.0,Over / On Target
2022-08-19,1005,894.0,947,53.0,105.92841163310962,0.5,Over / On Target
2022-08-20,1001,1409.0,1431,22.0,101.56139105748758,0.5,Over / On Target
2022-08-21,1003,804.0,833,29.0,103.60696517412936,0.0,Over / On Target
2022-08-22,1003,174.0,171,-3.0,98.27586206896551,2.0,Under Produced
2022-08-23,1001,2035.0,1993,-42.0,97.93611793611794,0.0,Under Produced
2022-08-24,1005,250.0,260,10.0,104.0,1.0,Over / On Target
2022-08-25,1001,919.0,875,-44.0,95.21218715995647,2.0,Under Produced
2022-08-26,1003,902.0,824,-78.0,91.35254988913526,2.0,Under Produced
2022-08-27,1004,1362.0,1399,37.0,102.71659324522761,1.0,Over / On Target
2022-08-28,1004,1465.0,1431,-34.0,97.67918088737201,0.0,Under Produced
2022-08-29,1002,688.0,737,49.0,107.12209302325581,1.0,Over / On Target
2022-08-30,1001,682.0,745,63.0,109.23753665689149,0.0,Over / On Target
2022-08-31,1001,716.0,750,34.0,104.74860335195531,2.0,Over / On Target
2022-09-01,1002,370.0,365,-5.0,98.64864864864865,1.0,Under Produced
2022-09-02,1002,1544.0,1439,-105.0,93.19948186528497,1.0,Under Produced
2022-09-03,1002,1630.0,1775,145.0,108.89570552147238,0.0,Over / On Target
2022-09-04,1003,1456.0,1462,6.0,100.41208791208791,0.5,Over / On Target
2022-09-05,1001,2069.0,2224,155.0,107.49154180763654,1.0,Over / On Target
2022-09-06,1003,1541.0,1625,84.0,105.4510058403634,2.0,Over / On Target
2022-09-07,1002,1494.0,1610,116.0,107.76439089692103,0.0,Over / On Target
2022-09-08,1001,652.0,622,-30.0,95.39877300613497,2.0,Under Produced
2022-09-09,1003,113.0,114,1.0,100.88495575221239,0.0,Over / On Target
2022-09-10,1003,842.0,891,49.0,105.81947743467934,1.0,Over / On Target
2022-09-11,1002,595.0,582,-13.0,97.81512605042016,1.0,Under Produced
2022-09-12,1001,141.0,138,-3.0,97.87234042553192,0.0,Under Produced
2022-09-13,1002,1355.0,1400,45.0,103.3210332103321,0.0,Over / On Target
2022-09-14,1001,780.0,835,55.0,107.05128205128204,1.0,Over / On Target
2022-09-15,1004,2035.0,2125,90.0,104.42260442260442,0.5,Over / On Target
2022-09-16,1005,994.0,1029,35.0,103.52112676056338,0.0,Over / On Target
2022-09-17,1005,191.0,180,-11.0,94.24083769633508,1.0,Under Produced
2022-09-18,1005,1031.0,1054,23.0,102.23084384093113,1.0,Over / On Target
2022-09-19,1002,1396.0,1520,124.0,108.88252148997135,0.5,Over / On Target
2022-09-20,1004,250.0,243,-7.0,97.2,0.0,Under Produced
2022-09-21,1001,2174.0,2234,60.0,102.75988960441582,0.0,Over / On Target
2022-09-22,1003,155.0,165,10.0,106.4516129032258,1.0,Over / On Target
2022-09-23,1001,1627.0,1710,83.0,105.10141364474492,0.5,Over / On Target
2022-09-24,1003,154.0,159,5.0,103.24675324675326,1.0,Over / On Target
2022-09-25,1001,1136.0,1176,40.0,103.52112676056338,1.0,Over / On Target
2022-09-26,1004,146.0,145,-1.0,99.31506849315068,0.5,Under Produced
2022-09-27,1003,1254.0,1247,-7.0,99.44178628389155,0.0,Under Produced
2022-09-28,1002,1980.0,2042,62.0,103.13131313131314,2.0,Over / On Target
2022-09-29,1001,1404.0,1490,86.0,106.12535612535612,0.5,Over / On Target
2022-09-30,1001,1207.0,1279,72.0,105.96520298260148,1.0,Over / On Target
2022-10-01,1003,1651.0,1729,78.0,104.72440944881889,2.0,Over / On Target
2022-10-02,1002,756.0,746,-10.0,98.67724867724867,2.0,Under Produced
2022-10-03,1002,1894.0,1923,29.0,101.53115100316789,0.5,Over / On Target
2022-10-04,1004,1927.0,2061,134.0,106.95381421899326,0.0,Over / On Target
2022-10-05,1002,2197.0,2213,16.0,100.72826581702321,2.0,Over / On Target
2022-10-06,1002,485.0,502,17.0,103.50515463917527,1.0,Over / On Target
2022-10-07,1002,139.0,147,8.0,105.75539568345324,0.5,Over / On Target
2022-10-08,1005,2143.0,2301,158.0,107.37284181054596,0.5,Over / On Target
2022-10-09,1004,1551.0,1537,-14.0,99.09735654416505,0.5,Under Produced
2022-10-10,1001,820.0,792,-28.0,96.58536585365853,2.0,Under Produced
2022-10-11,1003,913.0,871,-42.0,95.39978094194961,0.5,Under Produced
2022-10-12,1001,294.0,299,5.0,101.70068027210884,1.0,Over / On Target
2022-10-13,1004,780.0,730,-50.0,93.58974358974359,1.0,Under Produced
2022-10-14,1003,404.0,404,0.0,100.0,1.0,Over / On Target
2022-10-15,1004,2059.0,2082,23.0,101.1170471102477,1.0,Over / On Target
2022-10-16,1002,1012.0,964,-48.0,95.25691699604744,2.0,Under Produced
2022-10-17,1003,609.0,626,17.0,102.79146141215108,0.5,Over / On Target
2022-10-18,1002,1106.0,1056,-50.0,95.47920433996383,0.0,Under Produced
2022-10-19,1001,1989.0,1861,-128.0,93.5646053293112,1.0,Under Produced
2022-10-20,1001,1676.0,1782,106.0,106.32458233890215,0.5,Over / On Target
2022-10-21,1003,1123.0,1128,5.0,100.44523597506678,0.0,Over / On Target
2022-10-22,1003,1188.0,1151,-37.0,96.88552188552188,0.0,Under Produced
2022-10-23,1004,1759.0,1809,50.0,102.84252416145536,0.0,Over / On Target
2022-10-24,1004,881.0,921,40.0,104.54029511918274,1.0,Over / On Target
2022-10-25,1002,806.0,776,-30.0,96.27791563275434,1.0,Under Produced
2022-10-26,1003,1849.0,1929,80.0,104.32666306111412,0.0,Over / On Target
2022-10-27,1001,1869.0,1762,-107.0,94.27501337613697,1.0,Under Produced
2022-10-28,1004,252.0,241,-11.0,95.63492063492063,0.0,Under Produced
2022-10-29,1004,1231.0,1243,12.0,100.9748172217709,1.0,Over / On Target
2022-10-30,1001,2140.0,2185,45.0,102.10280373831775,0.5,Over / On Target
2022-10-31,1004,1635.0,1677,42.0,102.56880733944953,1.0,Over / On Target
2022-11-01,1002,2011.0,2109,98.0,104.87319741422179,0.5,Over / On Target
2022-11-02,1003,1010.0,1097,87.0,108.61386138613862,0.5,Over / On Target
2022-11-03,1001,871.0,877,6.0,100.68886337543054,1.0,Over / On Target
2022-11-04,1003,1557.0,1555,-2.0,99.87154784842646,0.0,Under Produced
2022-11-05,1004,1643.0,1691,48.0,102.9214850882532,2.0,Over / On Target
2022-11-06,1004,982.0,953,-29.0,97.04684317718942,1.0,Under Produced
2022-11-07,1001,141.0,142,1.0,100.70921985815602,0.5,Over / On Target
2022-11-08,1002,273.0,257,-16.0,94.13919413919413,1.0,Under Produced
2022-11-09,1005,2092.0,1995,-97.0,95.36328871892925,0.0,Under Produced
2022-11-10,1001,1561.0,1693,132.0,108.45611787315823,0.5,Over / On Target
2022-11-11,1005,121.0,125,4.0,103.30578512396693,2.0,Over / On Target
2022-11-12,1005,1799.0,1897,98.0,105.44747081712063,0.0,Over / On Target
2022-11-13,1002,853.0,846,-7.0,99.17936694021103,1.0,Under Produced
2022-11-14,1005,1360.0,1314,-46.0,96.61764705882354,0.5,Under Produced
2022-11-15,1005,315.0,300,-15.0,95.23809523809523,1.0,Under Produced
2022-11-16,1002,997.0,985,-12.0,98.79638916750251,0.0,Under Produced
2022-11-17,1005,927.0,948,21.0,102.2653721682848,0.5,Over / On Target
2022-11-18,1005,1485.0,1511,26.0,101.75084175084174,2.0,Over / On Target
2022-11-19,1005,1576.0,1653,77.0,104.88578680203047,0.0,Over / On Target
2022-11-20,1001,217.0,211,-6.0,97.23502304147466,1.0,Under Produced
2022-11-21,1001,169.0,183,14.0,108.28402366863905,0.5,Over / On Target
2022-11-22,1001,794.0,834,40.0,105.03778337531486,0.5,Over / On Target
2022-11-23,1002,839.0,850,11.0,101.31108462455305,1.0,Over / On Target
2022-11-24,1004,943.0,973,30.0,103.1813361611877,0.5,Over / On Target
2022-11-25,1005,556.0,563,7.0,101.25899280575538,0.0,Over / On Target
2022-11-26,1005,185.0,175,-10.0,94.5945945945946,2.0,Under Produced
2022-11-27,1002,1579.0,1553,-26.0,98.35338822039266,1.0,Under Produced
2022-11-28,1005,1553.0,1652,99.0,106.3747585318738,0.0,Over / On Target
2022-11-29,1001,2074.0,1954,-120.0,94.21407907425265,0.5,Under Produced
2022-11-30,1004,1838.0,1741,-97.0,94.72252448313384,1.0,Under Produced
2022-12-01,1003,935.0,857,-78.0,91.65775401069519,2.0,Under Produced
2022-12-02,1005,1398.0,1281,-117.0,91.63090128755364,2.0,Under Produced
2022-12-03,1001,1749.0,1816,67.0,103.83076043453401,2.0,Over / On Target
2022-12-04,1003,2048.0,2162,114.0,105.56640625,0.0,Over / On Target
2022-12-05,1004,1504.0,1476,-28.0,98.13829787234043,2.0,Under Produced
2022-12-06,1003,1775.0,1641,-134.0,92.45070422535211,2.0,Under Produced
2022-12-07,1001,2169.0,2199,30.0,101.38312586445366,0.5,Over / On Target
2022-12-08,1003,1163.0,1176,13.0,101.11779879621668,0.5,Over / On Target
2022-12-09,1002,1793.0,1732,-61.0,96.5978806469604,0.5,Under Produced
2022-12-10,1003,510.0,507,-3.0,99.41176470588235,1.0,Under Produced
2022-12-11,1005,639.0,645,6.0,100.93896713615023,0.0,Over / On Target
2022-12-12,1005,330.0,344,14.0,104.24242424242425,0.0,Over / On Target
2022-12-13,1002,278.0,291,13.0,104.67625899280574,0.0,Over / On Target
