store_id,product_id,warehouse,store_inventory,reorder_level,safety_stock,stock_status
S003,P0008,WH_EAST,421,168,84,OK
S003,P0009,WH_SOUTH,241,96,48,OK
S003,P0010,WH_SOUTH,186,74,37,OK
S003,P0011,WH_WEST,413,165,82,OK
S003,P0012,WH_EAST,112,44,22,OK
S003,P0013,WH_SOUTH,268,107,53,OK
S003,P0014,WH_SOUTH,347,138,69,OK
S003,P0015,WH_SOUTH,495,198,99,OK
S003,P0016,WH_WEST,324,129,64,OK
S003,P0017,WH_WEST,330,132,66,OK
S003,P0018,WH_EAST,297,118,59,OK
S003,P0019,WH_EAST,169,67,33,OK
S003,P0020,WH_SOUTH,257,102,51,OK
S004,P0001,WH_EAST,175,70,35,OK
S004,P0002,WH_WEST,228,91,45,OK
S004,P0003,WH_SOUTH,188,75,37,OK
S004,P0004,WH_EAST,211,84,42,OK
S004,P0005,WH_NORTH,149,59,29,OK
S004,P0006,WH_NORTH,383,153,76,OK
S004,P0007,WH_EAST,478,191,95,OK
S004,P0008,WH_EAST,217,86,43,OK
S004,P0009,WH_WEST,73,29,14,OK
S004,P0010,WH_WEST,467,186,93,OK
S004,P0011,WH_WEST,353,141,70,OK
S004,P0012,WH_NORTH,471,188,94,OK
S004,P0013,WH_SOUTH,129,51,25,OK
S004,P0014,WH_EAST,301,120,60,OK
S004,P0015,WH_SOUTH,423,169,84,OK
S004,P0016,WH_EAST,385,154,77,OK
S004,P0017,WH_NORTH,74,29,14,OK
S004,P0018,WH_SOUTH,467,186,93,OK
S004,P0019,WH_NORTH,140,56,28,OK
S004,P0020,WH_EAST,197,78,39,OK
S005,P0001,WH_NORTH,159,63,31,OK
S005,P0002,WH_NORTH,322,128,64,OK
S005,P0003,WH_EAST,106,42,21,OK
S005,P0004,WH_SOUTH,475,190,95,OK
S005,P0005,WH_NORTH,83,33,16,OK
S005,P0006,WH_WEST,117,46,23,OK
S005,P0007,WH_WEST,368,147,73,OK
S005,P0008,WH_SOUTH,207,82,41,OK
S005,P0009,WH_WEST,398,159,79,OK
S005,P0010,WH_NORTH,476,190,95,OK
S005,P0011,WH_NORTH,119,47,23,OK
S005,P0012,WH_NORTH,77,30,15,OK
S005,P0013,WH_SOUTH,191,76,38,OK
S005,P0014,WH_NORTH,419,167,83,OK
S005,P0015,WH_SOUTH,184,73,36,OK
S005,P0016,WH_NORTH,361,144,72,OK
S005,P0017,WH_EAST,154,61,30,OK
S005,P0018,WH_NORTH,376,150,75,OK
S005,P0019,WH_NORTH,268,107,53,OK
S005,P0020,WH_SOUTH,451,180,90,OK
S001,P0001,WH_SOUTH,85,34,17,OK
S001,P0002,WH_NORTH,91,36,18,OK
S001,P0003,WH_SOUTH,184,73,36,OK
S001,P0004,WH_NORTH,209,83,41,OK
S001,P0005,WH_EAST,470,188,94,OK
S001,P0006,WH_SOUTH,127,50,25,OK
S001,P0007,WH_NORTH,367,146,73,OK
S001,P0008,WH_EAST,404,161,80,OK
S001,P0009,WH_NORTH,403,161,80,OK
S001,P0010,WH_EAST,494,197,98,OK
S001,P0011,WH_SOUTH,421,168,84,OK
S001,P0012,WH_WEST,150,60,30,OK
S001,P0013,WH_NORTH,94,37,18,OK
S001,P0014,WH_EAST,77,30,15,OK
S001,P0015,WH_WEST,430,172,86,OK
S001,P0016,WH_NORTH,168,67,33,OK
S001,P0017,WH_WEST,353,141,70,OK
S001,P0018,WH_SOUTH,380,152,76,OK
S001,P0019,WH_WEST,127,50,25,OK
S001,P0020,WH_NORTH,153,61,30,OK
S002,P0001,WH_NORTH,108,43,21,OK
S002,P0002,WH_WEST,109,43,21,OK
S002,P0003,WH_NORTH,493,197,98,OK
S002,P0004,WH_EAST,289,115,57,OK
S002,P0005,WH_EAST,425,170,85,OK
S002,P0006,WH_WEST,118,47,23,OK
S002,P0007,WH_NORTH,449,179,89,OK
S002,P0008,WH_WEST,184,73,36,OK
S002,P0009,WH_EAST,239,95,47,OK
S002,P0010,WH_WEST,216,86,43,OK
S002,P0011,WH_NORTH,291,116,58,OK
S002,P0012,WH_NORTH,74,29,14,OK
S002,P0013,WH_EAST,429,171,85,OK
S002,P0014,WH_WEST,467,186,93,OK
S002,P0015,WH_NORTH,121,48,24,OK
S002,P0016,WH_EAST,134,53,26,OK
S002,P0017,WH_EAST,152,60,30,OK
S002,P0018,WH_SOUTH,236,94,47,OK
S002,P0019,WH_WEST,253,101,50,OK
S002,P0020,WH_EAST,403,161,80,OK
S003,P0001,WH_SOUTH,335,134,67,OK
S003,P0002,WH_SOUTH,293,117,58,OK
S003,P0003,WH_NORTH,169,67,33,OK
S003,P0004,WH_WEST,294,117,58,OK
S003,P0005,WH_NORTH,69,27,13,OK
S003,P0006,WH_EAST,328,131,65,OK
S003,P0007,WH_NORTH,173,69,34,OK
S003,P0008,WH_EAST,108,43,21,OK
S003,P0009,WH_WEST,494,197,98,OK
S003,P0010,WH_EAST,366,146,73,OK
S003,P0011,WH_EAST,441,176,88,OK
S003,P0012,WH_NORTH,181,72,36,OK
S003,P0013,WH_EAST,330,132,66,OK
S003,P0014,WH_EAST,228,91,45,OK
S003,P0015,WH_EAST,344,137,68,OK
S003,P0016,WH_WEST,336,134,67,OK
S003,P0017,WH_WEST,355,142,71,OK
S003,P0018,WH_NORTH,431,172,86,OK
S003,P0019,WH_NORTH,172,68,34,OK
S003,P0020,WH_SOUTH,145,58,29,OK
S004,P0001,WH_SOUTH,487,194,97,OK
S004,P0002,WH_NORTH,216,86,43,OK
S004,P0003,WH_WEST,236,94,47,OK
S004,P0004,WH_WEST,260,104,52,OK
S004,P0005,WH_NORTH,435,174,87,OK
S004,P0006,WH_SOUTH,499,199,99,OK
S004,P0007,WH_EAST,180,72,36,OK
S004,P0008,WH_WEST,128,51,25,OK
S004,P0009,WH_SOUTH,291,116,58,OK
S004,P0010,WH_NORTH,444,177,88,OK
S004,P0011,WH_EAST,281,112,56,OK
S004,P0012,WH_NORTH,189,75,37,OK
S004,P0013,WH_WEST,80,32,16,OK
S004,P0014,WH_WEST,314,125,62,OK
S004,P0015,WH_WEST,167,66,33,OK
S004,P0016,WH_WEST,129,51,25,OK
S004,P0017,WH_EAST,425,170,85,OK
S004,P0018,WH_EAST,103,41,20,OK
S004,P0019,WH_WEST,471,188,94,OK
S004,P0020,WH_SOUTH,364,145,72,OK
S005,P0001,WH_NORTH,383,153,76,OK
S005,P0002,WH_WEST,495,198,99,OK
S005,P0003,WH_SOUTH,439,175,87,OK
S005,P0004,WH_WEST,101,40,20,OK
S005,P0005,WH_SOUTH,292,116,58,OK
S005,P0006,WH_WEST,466,186,93,OK
S005,P0007,WH_NORTH,175,70,35,OK
S005,P0008,WH_SOUTH,327,130,65,OK
S005,P0009,WH_WEST,194,77,38,OK
S005,P0010,WH_NORTH,349,139,69,OK
S005,P0011,WH_WEST,237,94,47,OK
S005,P0012,WH_SOUTH,220,88,44,OK
S005,P0013,WH_NORTH,86,34,17,OK
S005,P0014,WH_WEST,334,133,66,OK
S005,P0015,WH_WEST,186,74,37,OK
S005,P0016,WH_NORTH,288,115,57,OK
S005,P0017,WH_NORTH,460,184,92,OK
S005,P0018,WH_EAST,482,192,96,OK
S005,P0019,WH_NORTH,278,111,55,OK
S005,P0020,WH_WEST,128,51,25,OK
S001,P0001,WH_SOUTH,238,95,47,OK
S001,P0002,WH_WEST,270,108,54,OK
S001,P0003,WH_SOUTH,216,86,43,OK
S001,P0004,WH_NORTH,172,68,34,OK
S001,P0005,WH_WEST,405,162,81,OK
S001,P0006,WH_NORTH,338,135,67,OK
S001,P0007,WH_WEST,409,163,81,OK
S001,P0008,WH_WEST,102,40,20,OK
S001,P0009,WH_EAST,433,173,86,OK
S001,P0010,WH_EAST,288,115,57,OK
S001,P0011,WH_NORTH,485,194,97,OK
S001,P0012,WH_WEST,414,165,82,OK
S001,P0013,WH_EAST,370,148,74,OK
S001,P0014,WH_NORTH,233,93,46,OK
S001,P0015,WH_WEST,272,108,54,OK
S001,P0016,WH_EAST,189,75,37,OK
S001,P0017,WH_EAST,120,48,24,OK
S001,P0018,WH_SOUTH,248,99,49,OK
S001,P0019,WH_WEST,492,196,98,OK
S001,P0020,WH_WEST,355,142,71,OK
S002,P0001,WH_EAST,250,100,50,OK
S002,P0002,WH_NORTH,182,72,36,OK
S002,P0003,WH_NORTH,274,109,54,OK
S002,P0004,WH_NORTH,148,59,29,OK
S002,P0005,WH_WEST,241,96,48,OK
S002,P0006,WH_WEST,131,52,26,OK
S002,P0007,WH_SOUTH,80,32,16,OK
S002,P0008,WH_EAST,483,193,96,OK
S002,P0009,WH_WEST,228,91,45,OK
S002,P0010,WH_EAST,202,80,40,OK
S002,P0011,WH_EAST,440,176,88,OK
S002,P0012,WH_WEST,264,105,52,OK
S002,P0013,WH_EAST,296,118,59,OK
S002,P0014,WH_WEST,201,80,40,OK
S002,P0015,WH_SOUTH,70,28,14,OK
S002,P0016,WH_WEST,176,70,35,OK
S002,P0017,WH_EAST,399,159,79,OK
S002,P0018,WH_EAST,294,117,58,OK
S002,P0019,WH_SOUTH,222,88,44,OK
S002,P0020,WH_SOUTH,123,49,24,OK
S003,P0001,WH_WEST,388,155,77,OK
S003,P0002,WH_SOUTH,191,76,38,OK
S003,P0003,WH_EAST,370,148,74,OK
S003,P0004,WH_EAST,463,185,92,OK
S003,P0005,WH_WEST,140,56,28,OK
S003,P0006,WH_EAST,314,125,62,OK
S003,P0007,WH_EAST,79,31,15,OK
S003,P0008,WH_SOUTH,411,164,82,OK
S003,P0009,WH_WEST,117,46,23,OK
S003,P0010,WH_WEST,109,43,21,OK
S003,P0011,WH_EAST,438,175,87,OK
S003,P0012,WH_EAST,480,192,96,OK
S003,P0013,WH_EAST,284,113,56,OK
S003,P0014,WH_SOUTH,444,177,88,OK
S003,P0015,WH_SOUTH,278,111,55,OK
S003,P0016,WH_NORTH,202,80,40,OK
S003,P0017,WH_EAST,192,76,38,OK
S003,P0018,WH_SOUTH,168,67,33,OK
S003,P0019,WH_WEST,308,123,61,OK
S003,P0020,WH_NORTH,286,114,57,OK
S004,P0001,WH_NORTH,201,80,40,OK
S004,P0002,WH_NORTH,135,54,27,OK
S004,P0003,WH_NORTH,258,103,51,OK
S004,P0004,WH_NORTH,357,142,71,OK
S004,P0005,WH_EAST,387,154,77,OK
S004,P0006,WH_EAST,378,151,75,OK
S004,P0007,WH_NORTH,249,99,49,OK
S004,P0008,WH_SOUTH,448,179,89,OK
S004,P0009,WH_NORTH,348,139,69,OK
S004,P0010,WH_EAST,412,164,82,OK
S004,P0011,WH_WEST,344,137,68,OK
S004,P0012,WH_WEST,475,190,95,OK
S004,P0013,WH_WEST,400,160,80,OK
S004,P0014,WH_NORTH,424,169,84,OK
S004,P0015,WH_EAST,441,176,88,OK
S004,P0016,WH_NORTH,421,168,84,OK
S004,P0017,WH_SOUTH,278,111,55,OK
S004,P0018,WH_WEST,319,127,63,OK
S004,P0019,WH_WEST,353,141,70,OK
S004,P0020,WH_SOUTH,149,59,29,OK
S005,P0001,WH_SOUTH,371,148,74,OK
S005,P0002,WH_WEST,98,39,19,OK
S005,P0003,WH_SOUTH,318,127,63,OK
S005,P0004,WH_NORTH,200,80,40,OK
S005,P0005,WH_WEST,299,119,59,OK
S005,P0006,WH_SOUTH,392,156,78,OK
S005,P0007,WH_EAST,399,159,79,OK
S005,P0008,WH_NORTH,192,76,38,OK
S005,P0009,WH_WEST,149,59,29,OK
S005,P0010,WH_NORTH,406,162,81,OK
S005,P0011,WH_SOUTH,91,36,18,OK
S005,P0012,WH_EAST,228,91,45,OK
S005,P0013,WH_SOUTH,68,27,13,OK
S005,P0014,WH_NORTH,358,143,71,OK
S005,P0015,WH_SOUTH,361,144,72,OK
S005,P0016,WH_WEST,371,148,74,OK
S005,P0017,WH_EAST,231,92,46,OK
S005,P0018,WH_EAST,269,107,53,OK
S005,P0019,WH_SOUTH,444,177,88,OK
S005,P0020,WH_SOUTH,243,97,48,OK
S001,P0001,WH_EAST,198,79,39,OK
S001,P0002,WH_EAST,262,104,52,OK
S001,P0003,WH_WEST,91,36,18,OK
S001,P0004,WH_WEST,466,186,93,OK
S001,P0005,WH_EAST,129,51,25,OK
S001,P0006,WH_WEST,57,22,11,OK
S001,P0007,WH_SOUTH,76,30,15,OK
S001,P0008,WH_WEST,445,178,89,OK
S001,P0009,WH_EAST,277,110,55,OK
S001,P0010,WH_EAST,204,81,40,OK
S001,P0011,WH_EAST,200,80,40,OK
S001,P0012,WH_NORTH,59,23,11,OK
S001,P0013,WH_WEST,185,74,37,OK
S001,P0014,WH_SOUTH,201,80,40,OK
S001,P0015,WH_SOUTH,388,155,77,OK
S001,P0016,WH_EAST,481,192,96,OK
S001,P0017,WH_WEST,379,151,75,OK
S001,P0018,WH_EAST,423,169,84,OK
S001,P0019,WH_SOUTH,66,26,13,OK
S001,P0020,WH_NORTH,98,39,19,OK
S002,P0001,WH_WEST,131,52,26,OK
S002,P0002,WH_NORTH,117,46,23,OK
S002,P0003,WH_EAST,71,28,14,OK
S002,P0004,WH_EAST,72,28,14,OK
S002,P0005,WH_SOUTH,106,42,21,OK
S002,P0006,WH_WEST,377,150,75,OK
S002,P0007,WH_NORTH,469,187,93,OK
S002,P0008,WH_SOUTH,392,156,78,OK
S002,P0009,WH_EAST,415,166,83,OK
S002,P0010,WH_EAST,350,140,70,OK
S002,P0011,WH_SOUTH,104,41,20,OK
S002,P0012,WH_SOUTH,223,89,44,OK
S002,P0013,WH_EAST,467,186,93,OK
S002,P0014,WH_NORTH,372,148,74,OK
S002,P0015,WH_EAST,224,89,44,OK
S002,P0016,WH_WEST,270,108,54,OK
S002,P0017,WH_SOUTH,207,82,41,OK
S002,P0018,WH_NORTH,120,48,24,OK
S002,P0019,WH_NORTH,300,120,60,OK
S002,P0020,WH_WEST,246,98,49,OK
S003,P0001,WH_WEST,223,89,44,OK
S003,P0002,WH_EAST,110,44,22,OK
S003,P0003,WH_SOUTH,210,84,42,OK
S003,P0004,WH_NORTH,400,160,80,OK
S003,P0005,WH_EAST,457,182,91,OK
S003,P0006,WH_SOUTH,285,114,57,OK
S003,P0007,WH_SOUTH,108,43,21,OK
S003,P0008,WH_SOUTH,463,185,92,OK
S003,P0009,WH_WEST,60,24,12,OK
S003,P0010,WH_NORTH,148,59,29,OK
S003,P0011,WH_EAST,266,106,53,OK
S003,P0012,WH_WEST,111,44,22,OK
S003,P0013,WH_SOUTH,479,191,95,OK
S003,P0014,WH_SOUTH,268,107,53,OK
S003,P0015,WH_NORTH,490,196,98,OK
S003,P0016,WH_NORTH,385,154,77,OK
S003,P0017,WH_SOUTH,409,163,81,OK
S003,P0018,WH_NORTH,221,88,44,OK
S003,P0019,WH_NORTH,67,26,13,OK
S003,P0020,WH_WEST,283,113,56,OK
S004,P0001,WH_SOUTH,185,74,37,OK
S004,P0002,WH_EAST,162,64,32,OK
S004,P0003,WH_SOUTH,405,162,81,OK
S004,P0004,WH_NORTH,50,20,10,OK
S004,P0005,WH_EAST,384,153,76,OK
S004,P0006,WH_NORTH,488,195,97,OK
S004,P0007,WH_NORTH,129,51,25,OK
S004,P0008,WH_SOUTH,226,90,45,OK
S004,P0009,WH_NORTH,207,82,41,OK
S004,P0010,WH_NORTH,490,196,98,OK
S004,P0011,WH_WEST,293,117,58,OK
S004,P0012,WH_NORTH,483,193,96,OK
S004,P0013,WH_WEST,389,155,77,OK
S004,P0014,WH_EAST,126,50,25,OK
S004,P0015,WH_WEST,304,121,60,OK
S004,P0016,WH_WEST,69,27,13,OK
S004,P0017,WH_SOUTH,220,88,44,OK
S004,P0018,WH_SOUTH,427,170,85,OK
S004,P0019,WH_SOUTH,411,164,82,OK
S004,P0020,WH_WEST,261,104,52,OK
S005,P0001,WH_WEST,333,133,66,OK
S005,P0002,WH_SOUTH,387,154,77,OK
S005,P0003,WH_WEST,186,74,37,OK
S005,P0004,WH_EAST,313,125,62,OK
S005,P0005,WH_EAST,121,48,24,OK
S005,P0006,WH_SOUTH,475,190,95,OK
S005,P0007,WH_WEST,87,34,17,OK
